ATCC8482_locus_tag	CL09_locus_tag	ATCC8482_gene	CL09_gene	ATCC8482_product	CL09_product	forward_bitscore	reverse_bitscore	forward_pident	reverse_pident	forward_qcovs	reverse_qcovs
JJAGMNAF_00920	BHNFMJIF_02045	frbH	frbH_1	CMP-5'-(3-aminopropyl)phosphonate synthase	CMP-5'-(3-aminopropyl)phosphonate synthase	1210.0	1210.0	100.0	100.0	100.0	100.0
JJAGMNAF_00921	BHNFMJIF_02044			hypothetical protein	hypothetical protein	709.0	709.0	100.0	100.0	94.0	94.0
JJAGMNAF_00922	BHNFMJIF_02043			hypothetical protein	hypothetical protein	516.0	516.0	100.0	100.0	100.0	100.0
JJAGMNAF_00923	BHNFMJIF_02042			hypothetical protein	hypothetical protein	712.0	712.0	100.0	100.0	100.0	100.0
JJAGMNAF_00924	BHNFMJIF_02041			hypothetical protein	hypothetical protein	739.0	739.0	99.73	99.73	100.0	100.0
JJAGMNAF_00925	BHNFMJIF_02040	mshA_1	mshA_6	D-inositol-3-phosphate glycosyltransferase	D-inositol-3-phosphate glycosyltransferase	852.0	852.0	100.0	100.0	100.0	100.0
JJAGMNAF_00926	BHNFMJIF_02039			hypothetical protein	hypothetical protein	518.0	518.0	99.597	99.597	100.0	100.0
JJAGMNAF_00927	BHNFMJIF_02038			hypothetical protein	hypothetical protein	1585.0	1585.0	99.752	99.752	97.0	97.0
JJAGMNAF_00928	BHNFMJIF_01986	mtnN	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	483.0	483.0	100.0	100.0	100.0	100.0
JJAGMNAF_00929	BHNFMJIF_01985	luxS	luxS	S-ribosylhomocysteine lyase	S-ribosylhomocysteine lyase	338.0	338.0	100.0	100.0	100.0	100.0
JJAGMNAF_00930	BHNFMJIF_01984	rpsO	rpsO	Small ribosomal subunit protein uS15	Small ribosomal subunit protein uS15	178.0	178.0	100.0	100.0	100.0	100.0
JJAGMNAF_00931	BHNFMJIF_01983			hypothetical protein	hypothetical protein	202.0	202.0	100.0	100.0	100.0	100.0
JJAGMNAF_00932	BHNFMJIF_01982			hypothetical protein	hypothetical protein	163.0	163.0	100.0	100.0	100.0	100.0
JJAGMNAF_00933	BHNFMJIF_01981			hypothetical protein	hypothetical protein	1413.0	1413.0	99.004	99.004	99.0	100.0
JJAGMNAF_00934	BHNFMJIF_01980			hypothetical protein	hypothetical protein	714.0	713.0	98.91	98.91	100.0	100.0
JJAGMNAF_00935	BHNFMJIF_01979			hypothetical protein	hypothetical protein	715.0	715.0	99.425	99.425	100.0	100.0
JJAGMNAF_00940	BHNFMJIF_01977			hypothetical protein	hypothetical protein	931.0	931.0	100.0	100.0	97.0	97.0
JJAGMNAF_00941	BHNFMJIF_01976			hypothetical protein	hypothetical protein	391.0	391.0	100.0	100.0	100.0	100.0
JJAGMNAF_00942	BHNFMJIF_01975			hypothetical protein	hypothetical protein	417.0	417.0	99.502	99.502	100.0	100.0
JJAGMNAF_01009	BHNFMJIF_01974	rcsC_12	rcsC_16	Sensor histidine kinase RcsC	Sensor histidine kinase RcsC	2578.0	2579.0	99.342	99.342	99.0	99.0
JJAGMNAF_01010	BHNFMJIF_01973	bipA	bipA	Large ribosomal subunit assembly factor BipA	Large ribosomal subunit assembly factor BipA	1207.0	1207.0	100.0	100.0	100.0	100.0
JJAGMNAF_01011	BHNFMJIF_01972			hypothetical protein	hypothetical protein	404.0	404.0	100.0	100.0	100.0	100.0
JJAGMNAF_01020	BHNFMJIF_01971	pckA_2	pckA	Phosphoenolpyruvate carboxykinase (ATP)	Phosphoenolpyruvate carboxykinase (ATP)	1078.0	1078.0	99.813	99.813	100.0	100.0
JJAGMNAF_01021	BHNFMJIF_01970	upp_2	upp	Uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase	456.0	456.0	99.543	99.543	100.0	100.0
JJAGMNAF_01022	BHNFMJIF_01969	korB_2	korB_2	2-oxoglutarate oxidoreductase subunit KorB	2-oxoglutarate oxidoreductase subunit KorB	672.0	672.0	100.0	100.0	100.0	100.0
JJAGMNAF_01023	BHNFMJIF_01968	korA_2	korA_2	2-oxoglutarate oxidoreductase subunit KorA	2-oxoglutarate oxidoreductase subunit KorA	1235.0	1235.0	100.0	100.0	100.0	100.0
JJAGMNAF_01025	BHNFMJIF_01887	kbl_2	kbl	2-amino-3-ketobutyrate coenzyme A ligase	2-amino-3-ketobutyrate coenzyme A ligase	770.0	770.0	100.0	100.0	100.0	100.0
JJAGMNAF_01026	BHNFMJIF_01886			putative epimerase/dehydratase	putative epimerase/dehydratase	658.0	658.0	100.0	100.0	100.0	100.0
JJAGMNAF_01027	BHNFMJIF_01885	kdgK_1	kdgK_2	2-dehydro-3-deoxygluconokinase	2-dehydro-3-deoxygluconokinase	729.0	729.0	99.435	99.435	100.0	100.0
JJAGMNAF_01028	BHNFMJIF_01883			hypothetical protein	hypothetical protein	1939.0	1939.0	99.899	99.899	100.0	100.0
JJAGMNAF_01029	BHNFMJIF_01882	dcp_1	dcp_2	Dipeptidyl carboxypeptidase	Dipeptidyl carboxypeptidase	1360.0	1360.0	99.712	99.712	100.0	100.0
JJAGMNAF_01030	BHNFMJIF_01881			hypothetical protein	hypothetical protein	733.0	733.0	99.443	99.443	100.0	100.0
JJAGMNAF_01031	BHNFMJIF_01880			hypothetical protein	hypothetical protein	490.0	490.0	100.0	100.0	100.0	100.0
JJAGMNAF_01032	BHNFMJIF_01879			hypothetical protein	hypothetical protein	456.0	456.0	100.0	100.0	100.0	100.0
JJAGMNAF_01033	BHNFMJIF_01878	hup_1	hup_1	DNA-binding protein HU	DNA-binding protein HU	173.0	173.0	100.0	100.0	100.0	100.0
JJAGMNAF_01034	BHNFMJIF_01877	lacZ_7	lacZ_10	Beta-galactosidase	Beta-galactosidase	2311.0	2311.0	99.91	99.91	99.0	100.0
JJAGMNAF_01035	BHNFMJIF_01876			hypothetical protein	hypothetical protein	320.0	320.0	100.0	100.0	100.0	100.0
JJAGMNAF_01036	BHNFMJIF_01875	mnmA_2	mnmA_2	tRNA-specific 2-thiouridylase MnmA	tRNA-specific 2-thiouridylase MnmA	697.0	697.0	98.817	98.817	100.0	100.0
JJAGMNAF_01037	BHNFMJIF_01874			N-acetylgalactosamine-6-O-sulfatase	N-acetylgalactosamine-6-O-sulfatase	1041.0	1046.0	99.423	99.423	100.0	100.0
JJAGMNAF_01038	BHNFMJIF_01873			Extracellular exo-alpha-L-arabinofuranosidase	Extracellular exo-alpha-L-arabinofuranosidase	1376.0	1376.0	99.848	99.848	100.0	100.0
JJAGMNAF_01039	BHNFMJIF_01872			Extracellular endo-alpha-(1->5)-L-arabinanase	Extracellular endo-alpha-(1->5)-L-arabinanase	1012.0	1012.0	97.26	97.26	100.0	100.0
JJAGMNAF_01040	BHNFMJIF_01871	rcsC_13	rcsC_15	Sensor histidine kinase RcsC	Sensor histidine kinase RcsC	2795.0	2795.0	99.716	99.716	100.0	100.0
JJAGMNAF_01041	BHNFMJIF_01870			Retaining alpha-galactosidase	Retaining alpha-galactosidase	1341.0	1341.0	99.377	99.377	100.0	100.0
JJAGMNAF_01042	BHNFMJIF_01869	susC_8	susC_9	TonB-dependent receptor SusC	TonB-dependent receptor SusC	2187.0	2187.0	100.0	100.0	100.0	100.0
JJAGMNAF_01043	BHNFMJIF_01868			SusD-like protein P2	SusD-like protein P2	1207.0	1207.0	100.0	100.0	100.0	100.0
JJAGMNAF_01044	BHNFMJIF_01867			hypothetical protein	hypothetical protein	1165.0	1164.0	99.831	99.831	100.0	100.0
JJAGMNAF_01045	BHNFMJIF_01866			hypothetical protein	hypothetical protein	1186.0	1186.0	100.0	100.0	100.0	100.0
JJAGMNAF_01046	BHNFMJIF_01865	cysS	cysS	Cysteine--tRNA ligase	Cysteine--tRNA ligase	981.0	981.0	99.797	99.797	100.0	100.0
JJAGMNAF_01047	BHNFMJIF_01864	cmdF	cmdF	Tyrosine 2,3-aminomutase	Tyrosine 2,3-aminomutase	1035.0	1035.0	99.804	99.804	100.0	98.0
JJAGMNAF_01048	BHNFMJIF_01863	fabG_2	fabG_1	3-oxoacyl-[acyl-carrier-protein] reductase FabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	498.0	498.0	99.587	99.587	100.0	100.0
JJAGMNAF_01049	BHNFMJIF_01862	fabB	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	3-oxoacyl-[acyl-carrier-protein] synthase 1	772.0	772.0	99.511	99.511	100.0	100.0
JJAGMNAF_01050	BHNFMJIF_01861	acpP_1	acpP_3	Acyl carrier protein	Acyl carrier protein	136.0	136.0	100.0	100.0	100.0	100.0
JJAGMNAF_01051	BHNFMJIF_01860	lpxL_1	lpxL_2	Lipid A biosynthesis lauroyltransferase	Lipid A biosynthesis lauroyltransferase	603.0	603.0	98.98	98.98	100.0	100.0
JJAGMNAF_01052	BHNFMJIF_01859	sfmM2	sfmM2	L-tyrosine C(3)-methyltransferase	L-tyrosine C(3)-methyltransferase	740.0	740.0	99.438	99.438	100.0	100.0
JJAGMNAF_01053	BHNFMJIF_01858			hypothetical protein	hypothetical protein	296.0	296.0	99.31	99.31	100.0	100.0
JJAGMNAF_01054	BHNFMJIF_01857			1,4-dihydroxy-2-naphthoyl-CoA hydrolase	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	307.0	307.0	99.32	99.32	100.0	100.0
JJAGMNAF_01055	BHNFMJIF_01856			hypothetical protein	hypothetical protein	1153.0	1153.0	98.264	98.264	100.0	100.0
JJAGMNAF_01056	BHNFMJIF_01855	acpP_2	acpP_2	Acyl carrier protein	Acyl carrier protein	166.0	166.0	100.0	100.0	100.0	100.0
JJAGMNAF_01057	BHNFMJIF_01854	fabF_1	fabF_2	3-oxoacyl-[acyl-carrier-protein] synthase 2	3-oxoacyl-[acyl-carrier-protein] synthase 2	714.0	738.0	97.059	97.059	94.0	94.0
JJAGMNAF_01058	BHNFMJIF_01853			hypothetical protein	hypothetical protein	655.0	655.0	98.738	98.738	100.0	100.0
JJAGMNAF_01059	BHNFMJIF_01852			hypothetical protein	hypothetical protein	585.0	585.0	99.648	99.648	100.0	100.0
JJAGMNAF_01060	BHNFMJIF_01851			Peptidoglycan-N-acetylglucosamine deacetylase	Peptidoglycan-N-acetylglucosamine deacetylase	456.0	456.0	99.565	99.565	100.0	100.0
JJAGMNAF_01061	BHNFMJIF_01850	lolA	lolA	Outer-membrane lipoprotein carrier protein	Outer-membrane lipoprotein carrier protein	399.0	399.0	98.578	98.578	100.0	100.0
JJAGMNAF_01062	BHNFMJIF_01848			hypothetical protein	hypothetical protein	348.0	348.0	98.333	98.333	100.0	100.0
JJAGMNAF_01063	BHNFMJIF_01847			hypothetical protein	hypothetical protein	241.0	241.0	95.238	95.238	100.0	100.0
JJAGMNAF_01064	BHNFMJIF_01845			hypothetical protein	hypothetical protein	129.0	166.0	85.915	85.106	76.0	100.0
JJAGMNAF_01067	BHNFMJIF_01844	tam	tam	Trans-aconitate 2-methyltransferase	Trans-aconitate 2-methyltransferase	2434.0	2401.0	98.676	98.676	100.0	76.0
JJAGMNAF_01068	BHNFMJIF_01843			hypothetical protein	hypothetical protein	988.0	988.0	98.992	98.992	100.0	100.0
JJAGMNAF_01069	BHNFMJIF_01842			hypothetical protein	hypothetical protein	1119.0	1119.0	100.0	100.0	100.0	100.0
JJAGMNAF_01070	BHNFMJIF_01841			Phenylacetate-coenzyme A ligase	Phenylacetate-coenzyme A ligase	895.0	895.0	99.304	99.304	100.0	100.0
JJAGMNAF_01071	BHNFMJIF_01840			hypothetical protein	hypothetical protein	394.0	394.0	100.0	100.0	100.0	100.0
JJAGMNAF_01072	BHNFMJIF_01839	rcsC_14	rcsC_14	Sensor histidine kinase RcsC	Sensor histidine kinase RcsC	1578.0	1578.0	99.876	99.876	100.0	100.0
JJAGMNAF_01073	BHNFMJIF_01838			hypothetical protein	hypothetical protein	67.8	67.8	100.0	100.0	100.0	100.0
JJAGMNAF_01074	BHNFMJIF_01837			hypothetical protein	hypothetical protein	535.0	535.0	100.0	100.0	100.0	94.0
JJAGMNAF_01075	BHNFMJIF_01836			hypothetical protein	hypothetical protein	560.0	560.0	100.0	100.0	100.0	100.0
JJAGMNAF_01076	BHNFMJIF_01835			hypothetical protein	hypothetical protein	1251.0	1251.0	99.844	99.844	100.0	100.0
JJAGMNAF_01077	BHNFMJIF_01834			hypothetical protein	hypothetical protein	1076.0	1076.0	99.805	99.805	100.0	100.0
JJAGMNAF_01078	BHNFMJIF_01833	pfkA2	pfkA2	ATP-dependent 6-phosphofructokinase 2	ATP-dependent 6-phosphofructokinase 2	621.0	621.0	100.0	100.0	100.0	100.0
JJAGMNAF_01080	BHNFMJIF_01832	sasA_4	rcsC_13	Adaptive-response sensory-kinase SasA	Sensor histidine kinase RcsC	2063.0	2070.0	98.069	98.069	98.0	76.0
JJAGMNAF_01083	BHNFMJIF_01828			Endo-4-O-sulfatase	Endo-4-O-sulfatase	957.0	957.0	96.383	96.383	98.0	98.0
JJAGMNAF_01084	BHNFMJIF_01827			hypothetical protein	hypothetical protein	925.0	925.0	98.482	98.482	100.0	100.0
JJAGMNAF_01085	BHNFMJIF_01826			hypothetical protein	hypothetical protein	1407.0	1407.0	99.132	99.132	100.0	100.0
JJAGMNAF_01086	BHNFMJIF_01825	atsA_3	atsA_1	Arylsulfatase	Arylsulfatase	1081.0	1081.0	100.0	100.0	100.0	100.0
JJAGMNAF_01087	BHNFMJIF_01824	rnc	rnc	Ribonuclease 3	Ribonuclease 3	628.0	628.0	99.675	99.675	100.0	100.0
JJAGMNAF_01088	BHNFMJIF_01823	fabF_2	fabF_1	3-oxoacyl-[acyl-carrier-protein] synthase 2	3-oxoacyl-[acyl-carrier-protein] synthase 2	753.0	753.0	100.0	100.0	100.0	100.0
JJAGMNAF_01089	BHNFMJIF_01822	acpP_3	acpP_1	Acyl carrier protein	Acyl carrier protein	152.0	152.0	100.0	100.0	100.0	100.0
JJAGMNAF_01090	BHNFMJIF_01821	purN	purN	Phosphoribosylglycinamide formyltransferase	Phosphoribosylglycinamide formyltransferase	392.0	392.0	100.0	100.0	100.0	100.0
JJAGMNAF_01091	BHNFMJIF_01820			hypothetical protein	hypothetical protein	371.0	371.0	100.0	100.0	100.0	100.0
JJAGMNAF_01092	BHNFMJIF_01819	susC_9	susC_8	TonB-dependent receptor SusC	TonB-dependent receptor SusC	1962.0	1996.0	99.605	99.803	100.0	100.0
JJAGMNAF_01093	BHNFMJIF_01818			hypothetical protein	hypothetical protein	1175.0	1175.0	99.824	99.824	100.0	100.0
JJAGMNAF_01094	BHNFMJIF_01817			hypothetical protein	hypothetical protein	316.0	316.0	100.0	100.0	100.0	100.0
JJAGMNAF_01095	BHNFMJIF_01816			hypothetical protein	hypothetical protein	522.0	522.0	100.0	100.0	100.0	100.0
JJAGMNAF_01096	BHNFMJIF_01815			hypothetical protein	hypothetical protein	1841.0	1841.0	99.887	99.887	100.0	100.0
JJAGMNAF_01097	BHNFMJIF_01814			hypothetical protein	hypothetical protein	587.0	587.0	99.377	99.377	100.0	100.0
JJAGMNAF_01098	BHNFMJIF_01813			hypothetical protein	hypothetical protein	81.3	81.3	100.0	100.0	100.0	100.0
JJAGMNAF_01099	BHNFMJIF_01812	pdxB	pdxB	Erythronate-4-phosphate dehydrogenase	Erythronate-4-phosphate dehydrogenase	672.0	672.0	99.707	99.707	100.0	100.0
JJAGMNAF_01100	BHNFMJIF_01811			hypothetical protein	hypothetical protein	717.0	717.0	100.0	100.0	100.0	100.0
JJAGMNAF_01101	BHNFMJIF_01810	lpxL_2	lpxL_1	Lipid A biosynthesis lauroyltransferase	Lipid A biosynthesis lauroyltransferase	556.0	556.0	100.0	100.0	100.0	100.0
JJAGMNAF_01102	BHNFMJIF_01809	glf	glf	UDP-galactopyranose mutase	UDP-galactopyranose mutase	766.0	766.0	99.457	99.457	100.0	100.0
JJAGMNAF_01103	BHNFMJIF_01808			hypothetical protein	hypothetical protein	492.0	492.0	99.16	99.16	100.0	100.0
JJAGMNAF_01104	BHNFMJIF_01807			hypothetical protein	hypothetical protein	525.0	525.0	100.0	100.0	100.0	100.0
JJAGMNAF_01105	BHNFMJIF_01806	glfT1	glfT1	Galactofuranosyltransferase GlfT1	Galactofuranosyltransferase GlfT1	624.0	624.0	99.666	99.666	100.0	100.0
JJAGMNAF_01106	BHNFMJIF_01805			hypothetical protein	hypothetical protein	621.0	622.0	99.331	99.331	99.0	99.0
JJAGMNAF_01109	BHNFMJIF_01800			hypothetical protein	hypothetical protein	600.0	600.0	99.308	99.308	95.0	95.0
JJAGMNAF_01110	BHNFMJIF_01799			Putative multidrug export ATP-binding/permease protein	Putative multidrug export ATP-binding/permease protein	1192.0	1192.0	100.0	100.0	100.0	100.0
JJAGMNAF_01112	BHNFMJIF_01797			hypothetical protein	hypothetical protein	667.0	667.0	97.248	97.248	99.0	100.0
JJAGMNAF_01113	BHNFMJIF_01796	mdoB	mdoB	Phosphoglycerol transferase I	Phosphoglycerol transferase I	1296.0	1296.0	100.0	100.0	100.0	100.0
JJAGMNAF_01114	BHNFMJIF_01795			putative glycosyltransferase	putative glycosyltransferase	656.0	656.0	100.0	100.0	100.0	100.0
JJAGMNAF_01115	BHNFMJIF_01794			hypothetical protein	hypothetical protein	243.0	243.0	100.0	100.0	100.0	100.0
JJAGMNAF_01116	BHNFMJIF_01793	arnT	arnT	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase	1072.0	1078.0	98.955	98.955	100.0	100.0
JJAGMNAF_01117	BHNFMJIF_01792			hypothetical protein	hypothetical protein	1176.0	1176.0	99.836	99.836	100.0	100.0
JJAGMNAF_01118	BHNFMJIF_01791	rnhA	rnhA	Ribonuclease H	Ribonuclease H	438.0	438.0	100.0	100.0	100.0	100.0
JJAGMNAF_01119	BHNFMJIF_01790	argS	argS	Arginine--tRNA ligase	Arginine--tRNA ligase	1224.0	1224.0	100.0	100.0	100.0	100.0
JJAGMNAF_01120	BHNFMJIF_01789			hypothetical protein	hypothetical protein	79.0	79.0	100.0	100.0	98.0	98.0
JJAGMNAF_01121	BHNFMJIF_01788			TonB-dependent receptor P3	TonB-dependent receptor P3	2018.0	2019.0	99.507	99.416	99.0	100.0
JJAGMNAF_01122	BHNFMJIF_01787			hypothetical protein	hypothetical protein	1070.0	1070.0	99.225	99.225	100.0	100.0
JJAGMNAF_01123	BHNFMJIF_01786	ubiU	ubiU	Ubiquinone biosynthesis hydroxylase UbiU	Ubiquinone biosynthesis hydroxylase UbiU	867.0	867.0	100.0	100.0	100.0	100.0
JJAGMNAF_01124	BHNFMJIF_01785	dusB_1	dusB_2	tRNA-dihydrouridine synthase B	tRNA-dihydrouridine synthase B	657.0	657.0	99.392	99.392	100.0	100.0
JJAGMNAF_01125	BHNFMJIF_01784			hypothetical protein	hypothetical protein	499.0	499.0	98.94	98.94	100.0	100.0
JJAGMNAF_01128	BHNFMJIF_01782			3-beta-hydroxysteroid dehydrogenase	3-beta-hydroxysteroid dehydrogenase	727.0	727.0	99.713	99.713	100.0	100.0
JJAGMNAF_01129	BHNFMJIF_01781	mneP	mneP	Manganese efflux system protein MneP	Manganese efflux system protein MneP	568.0	568.0	100.0	100.0	100.0	100.0
JJAGMNAF_01130	BHNFMJIF_01780	rnr	rnr	Ribonuclease R	Ribonuclease R	1414.0	1414.0	99.857	99.857	98.0	98.0
JJAGMNAF_01131	BHNFMJIF_01779			hypothetical protein	hypothetical protein	56.2	56.2	100.0	100.0	100.0	100.0
JJAGMNAF_01132	BHNFMJIF_01778	srpH	srpH	Serine acetyltransferase, plasmid	Serine acetyltransferase, plasmid	618.0	618.0	99.669	99.669	100.0	100.0
JJAGMNAF_01133	BHNFMJIF_01777			hypothetical protein	hypothetical protein	126.0	126.0	100.0	100.0	100.0	100.0
JJAGMNAF_01134	BHNFMJIF_01776			hypothetical protein	hypothetical protein	80.9	80.9	100.0	100.0	100.0	100.0
JJAGMNAF_01135	BHNFMJIF_01775	rlmL	rlmL	Ribosomal RNA large subunit methyltransferase K/L	Ribosomal RNA large subunit methyltransferase K/L	899.0	899.0	99.585	99.585	100.0	100.0
JJAGMNAF_01136	BHNFMJIF_01774	ptpA_1	ptpA_2	Prolyl tripeptidyl peptidase	Prolyl tripeptidyl peptidase	1493.0	1493.0	99.457	99.457	100.0	100.0
JJAGMNAF_01137	BHNFMJIF_01773	purD	purD	Phosphoribosylamine--glycine ligase	Phosphoribosylamine--glycine ligase	820.0	820.0	100.0	100.0	100.0	100.0
JJAGMNAF_01138	BHNFMJIF_01772			hypothetical protein	hypothetical protein	545.0	545.0	99.668	99.668	100.0	100.0
JJAGMNAF_01139	BHNFMJIF_01771			hypothetical protein	hypothetical protein	311.0	311.0	100.0	100.0	100.0	100.0
JJAGMNAF_01140	BHNFMJIF_01770	mnmC	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	464.0	464.0	99.119	99.119	100.0	100.0
JJAGMNAF_01141	BHNFMJIF_01769			hypothetical protein	hypothetical protein	1973.0	1944.0	99.501	99.301	100.0	100.0
JJAGMNAF_01142	BHNFMJIF_01768			hypothetical protein	hypothetical protein	272.0	273.0	98.658	98.658	90.0	90.0
JJAGMNAF_01143	BHNFMJIF_01767			hypothetical protein	hypothetical protein	110.0	110.0	96.491	96.491	100.0	100.0
JJAGMNAF_01144	BHNFMJIF_01766	psaA	psaA	Manganese ABC transporter substrate-binding lipoprotein PsaA	Manganese ABC transporter substrate-binding lipoprotein PsaA	578.0	578.0	100.0	100.0	100.0	100.0
JJAGMNAF_01145	BHNFMJIF_01765	uup_1	uup_1	ATP-binding protein Uup	ATP-binding protein Uup	486.0	486.0	100.0	100.0	100.0	100.0
JJAGMNAF_01146	BHNFMJIF_01764			hypothetical protein	hypothetical protein	2270.0	2270.0	100.0	100.0	100.0	100.0
JJAGMNAF_01147	BHNFMJIF_01763	pgdA	pgdA	Peptidoglycan-N-acetylglucosamine deacetylase	Peptidoglycan-N-acetylglucosamine deacetylase	422.0	422.0	100.0	100.0	100.0	100.0
JJAGMNAF_01148	BHNFMJIF_01762			hypothetical protein	hypothetical protein	801.0	801.0	99.744	99.744	100.0	100.0
JJAGMNAF_01149	BHNFMJIF_01761	kduD	kduD	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	550.0	550.0	99.625	99.625	100.0	100.0
JJAGMNAF_01150	BHNFMJIF_01760	kduI_1	kduI_2	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	589.0	589.0	99.643	99.643	100.0	100.0
JJAGMNAF_01151	BHNFMJIF_01759	dacB	dacB	D-alanyl-D-alanine carboxypeptidase DacB	D-alanyl-D-alanine carboxypeptidase DacB	936.0	936.0	99.785	99.785	100.0	100.0
JJAGMNAF_01152	BHNFMJIF_01758	pdhD	pdhD	Dihydrolipoyl dehydrogenase	Dihydrolipoyl dehydrogenase	859.0	858.0	99.103	99.103	100.0	100.0
JJAGMNAF_01153	BHNFMJIF_01757			hypothetical protein	hypothetical protein	251.0	252.0	99.27	99.27	100.0	100.0
JJAGMNAF_01154	BHNFMJIF_01756			hypothetical protein	hypothetical protein	275.0	275.0	100.0	100.0	100.0	100.0
JJAGMNAF_01155	BHNFMJIF_01755			hypothetical protein	hypothetical protein	374.0	374.0	100.0	100.0	100.0	100.0
JJAGMNAF_01156	BHNFMJIF_01754	nadB	nadB	L-aspartate oxidase	L-aspartate oxidase	1068.0	1068.0	99.81	99.81	100.0	100.0
JJAGMNAF_01157	BHNFMJIF_01753			hypothetical protein	hypothetical protein	1192.0	1192.0	99.478	99.478	100.0	100.0
JJAGMNAF_01158	BHNFMJIF_01752			hypothetical protein	hypothetical protein	932.0	932.0	99.557	99.557	100.0	100.0
JJAGMNAF_01159	BHNFMJIF_01751			hypothetical protein	hypothetical protein	1492.0	1492.0	99.579	99.579	100.0	100.0
JJAGMNAF_01160	BHNFMJIF_01750			hypothetical protein	hypothetical protein	1604.0	1604.0	99.74	99.74	100.0	100.0
JJAGMNAF_01161	BHNFMJIF_01749			hypothetical protein	hypothetical protein	1389.0	1389.0	100.0	100.0	100.0	100.0
JJAGMNAF_01162	BHNFMJIF_01748	susC_10	susC_7	TonB-dependent receptor SusC	TonB-dependent receptor SusC	2201.0	2201.0	100.0	100.0	100.0	100.0
JJAGMNAF_01163	BHNFMJIF_01747			hypothetical protein	hypothetical protein	115.0	115.0	98.276	98.276	100.0	100.0
JJAGMNAF_01164	BHNFMJIF_01746	ptpA_2		Prolyl tripeptidyl peptidase	hypothetical protein	1543.0	1543.0	99.197	99.197	100.0	100.0
JJAGMNAF_01165	BHNFMJIF_01745			hypothetical protein	hypothetical protein	1657.0	1634.0	99.126	99.126	100.0	100.0
JJAGMNAF_01166	BHNFMJIF_01744			hypothetical protein	hypothetical protein	1657.0	1657.0	98.625	98.625	100.0	100.0
JJAGMNAF_01167	BHNFMJIF_01743			hypothetical protein	hypothetical protein	1847.0	1863.0	99.779	99.779	100.0	100.0
JJAGMNAF_01169	BHNFMJIF_01742			hypothetical protein	hypothetical protein	482.0	482.0	71.304	71.304	100.0	100.0
JJAGMNAF_01170	BHNFMJIF_01741			hypothetical protein	hypothetical protein	1098.0	1098.0	99.821	99.821	100.0	100.0
JJAGMNAF_01171	BHNFMJIF_01740	susC_11	susC_6	TonB-dependent receptor SusC	TonB-dependent receptor SusC	2070.0	2070.0	99.802	99.802	100.0	100.0
JJAGMNAF_01172	BHNFMJIF_01737			hypothetical protein	hypothetical protein	1659.0	1659.0	99.877	99.877	100.0	100.0
JJAGMNAF_01173	BHNFMJIF_01738	pinR	pinR	Serine recombinase PinR	Serine recombinase PinR	407.0	407.0	99.507	99.507	100.0	100.0
JJAGMNAF_01174	BHNFMJIF_01739			hypothetical protein	hypothetical protein	409.0	409.0	97.487	97.487	100.0	100.0
JJAGMNAF_01178	BHNFMJIF_01733	rcsC_15	rcsC_12	Sensor histidine kinase RcsC	Sensor histidine kinase RcsC	2726.0	2726.0	99.623	99.623	100.0	100.0
JJAGMNAF_01179	BHNFMJIF_01732	rbr	rbr	Rubrerythrin	Rubrerythrin	396.0	396.0	99.479	99.479	100.0	100.0
JJAGMNAF_01180	BHNFMJIF_01731			hypothetical protein	hypothetical protein	180.0	180.0	98.876	98.876	100.0	100.0
JJAGMNAF_01181	BHNFMJIF_01730	dauA	dauA	C4-dicarboxylic acid transporter DauA	C4-dicarboxylic acid transporter DauA	1053.0	1053.0	99.821	99.821	100.0	100.0
