locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJAGMNAF_01207	CDS	2595	xyl3A	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
JJAGMNAF_01208	CDS	1494	scpC	2.8.3.27	COG0427	Propanoyl-CoA:succinate CoA transferase
JJAGMNAF_01209	CDS	351				hypothetical protein
JJAGMNAF_01210	CDS	1371	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JJAGMNAF_01211	CDS	402	mip_1	5.2.1.8	COG0545	Peptidyl-prolyl cis-trans isomerase Mip
JJAGMNAF_01212	CDS	237				hypothetical protein
JJAGMNAF_01213	CDS	867	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
JJAGMNAF_01214	CDS	870	ftsX		COG2177	Cell division protein FtsX
JJAGMNAF_01215	CDS	246				hypothetical protein
JJAGMNAF_01216	CDS	801	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
JJAGMNAF_01217	CDS	708	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
JJAGMNAF_01218	CDS	1056	queA_2	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
JJAGMNAF_01219	CDS	447	sulD		COG0801	Bifunctional folate synthesis protein
JJAGMNAF_01220	CDS	861				hypothetical protein
JJAGMNAF_01221	CDS	573				hypothetical protein
JJAGMNAF_01222	CDS	369				hypothetical protein
JJAGMNAF_01223	CDS	1695				hypothetical protein
JJAGMNAF_01224	CDS	174				hypothetical protein
JJAGMNAF_01225	CDS	1614				IS66 family transposase ISBvu4
JJAGMNAF_01226	CDS	510				hypothetical protein
JJAGMNAF_01227	CDS	132				hypothetical protein
JJAGMNAF_01228	CDS	1143	wecH	2.3.1.-		O-acetyltransferase WecH
JJAGMNAF_01229	CDS	639				hypothetical protein
JJAGMNAF_01230	CDS	1377	ribZ		COG2814	Riboflavin transporter RibZ
JJAGMNAF_01231	CDS	1293	metK	2.5.1.6		S-adenosylmethionine synthase
JJAGMNAF_01232	CDS	588		3.2.2.-		Cytokinin riboside 5'-monophosphate phosphoribohydrolase
JJAGMNAF_01233	CDS	813				hypothetical protein
JJAGMNAF_01234	CDS	750				hypothetical protein
JJAGMNAF_01235	CDS	393	rnpA	3.1.26.5		Ribonuclease P protein component
JJAGMNAF_01236	CDS	222			COG0759	Putative membrane protein insertion efficiency factor
JJAGMNAF_01237	CDS	630	dtd3_1	3.1.1.96		D-aminoacyl-tRNA deacylase
JJAGMNAF_01238	CDS	1293	tyrS	6.1.1.1		Tyrosine--tRNA ligase
JJAGMNAF_01239	CDS	3255	tri1_2	3.4.21.-	COG0793	Tricorn protease 
JJAGMNAF_01240	tRNA	72				tRNA-Gln(ttg)
JJAGMNAF_01241	CDS	507				hypothetical protein
JJAGMNAF_01242	CDS	2613	mutS_2		COG0249	DNA mismatch repair protein MutS
JJAGMNAF_01243	CDS	1980		3.2.1.52	COG3525	Beta-hexosaminidase
JJAGMNAF_01244	CDS	588				hypothetical protein
JJAGMNAF_01245	CDS	1668				hypothetical protein
JJAGMNAF_01246	CDS	1659				hypothetical protein
JJAGMNAF_01247	CDS	249				hypothetical protein
JJAGMNAF_01248	CDS	699				hypothetical protein
JJAGMNAF_01249	CDS	657	cat	2.3.1.28		Chloramphenicol acetyltransferase
JJAGMNAF_01250	CDS	822	lgt_1	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
JJAGMNAF_01251	CDS	912				hypothetical protein
JJAGMNAF_01252	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
JJAGMNAF_01253	CDS	387				hypothetical protein
JJAGMNAF_01254	CDS	213				hypothetical protein
JJAGMNAF_01255	CDS	2916	polA	2.7.7.7	COG0258	DNA polymerase I
JJAGMNAF_01256	CDS	975	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
JJAGMNAF_01257	CDS	948	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
JJAGMNAF_01258	CDS	321	ypjD		COG1694	putative protein YpjD
JJAGMNAF_01259	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
JJAGMNAF_01260	CDS	1821	uvrC		COG0322	UvrABC system protein C
JJAGMNAF_01261	CDS	525	apt	2.4.2.7		Adenine phosphoribosyltransferase
JJAGMNAF_01262	CDS	1872	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
JJAGMNAF_01263	CDS	1701	floT		COG2268	Flotillin-like protein FloT
JJAGMNAF_01264	CDS	534				hypothetical protein
JJAGMNAF_01265	CDS	417	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JJAGMNAF_01266	CDS	1233				hypothetical protein
JJAGMNAF_01267	CDS	612				hypothetical protein
JJAGMNAF_01268	CDS	798				hypothetical protein
JJAGMNAF_01269	CDS	1020				hypothetical protein
JJAGMNAF_01270	CDS	939	xerC_4			Tyrosine recombinase XerC
JJAGMNAF_01271	CDS	495				hypothetical protein
JJAGMNAF_01272	CDS	828				hypothetical protein
JJAGMNAF_01273	CDS	405				hypothetical protein
JJAGMNAF_01274	CDS	351				hypothetical protein
JJAGMNAF_01275	CDS	1566				IS66 family transposase ISBthe5
JJAGMNAF_01276	CDS	2148				hypothetical protein
JJAGMNAF_01277	CDS	480				hypothetical protein
JJAGMNAF_01278	CDS	2769				hypothetical protein
JJAGMNAF_01279	CDS	972				hypothetical protein
JJAGMNAF_01280	CDS	963	yrbG		COG0530	Inner membrane protein YrbG
JJAGMNAF_01281	CDS	1137	yghO		COG0456	Protein YghO
JJAGMNAF_01282	CDS	1878	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
JJAGMNAF_01283	CDS	456	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
JJAGMNAF_01284	CDS	1602				hypothetical protein
JJAGMNAF_01285	CDS	612				hypothetical protein
JJAGMNAF_01286	CDS	687				hypothetical protein
JJAGMNAF_01287	CDS	1959	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
JJAGMNAF_01288	CDS	756	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
JJAGMNAF_01289	CDS	861	rhaS_6			HTH-type transcriptional activator RhaS
JJAGMNAF_01290	CDS	990				hypothetical protein
JJAGMNAF_01291	CDS	996				Putative fimbrium anchoring subunit Fim4B
JJAGMNAF_01292	CDS	1368				hypothetical protein
JJAGMNAF_01293	CDS	120				hypothetical protein
JJAGMNAF_01294	CDS	1884				hypothetical protein
JJAGMNAF_01295	CDS	1116				hypothetical protein
JJAGMNAF_01296	CDS	408		3.1.-.-	COG0824	Putative esterase
JJAGMNAF_01297	CDS	918	dusB_2	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
JJAGMNAF_01298	CDS	1257				hypothetical protein
JJAGMNAF_01299	CDS	1155	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
JJAGMNAF_01300	CDS	690				hypothetical protein
JJAGMNAF_01301	CDS	3147				hypothetical protein
JJAGMNAF_01302	CDS	1485				hypothetical protein
JJAGMNAF_01303	CDS	1002				hypothetical protein
JJAGMNAF_01304	CDS	1266				hypothetical protein
JJAGMNAF_01305	CDS	756	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
JJAGMNAF_01306	CDS	1425				hypothetical protein
JJAGMNAF_01307	CDS	864				hypothetical protein
JJAGMNAF_01308	CDS	657				hypothetical protein
JJAGMNAF_01309	CDS	813	uxuB_1	1.-.-.-	COG1028	putative oxidoreductase UxuB
JJAGMNAF_01310	CDS	1176	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
JJAGMNAF_01311	CDS	1359				hypothetical protein
JJAGMNAF_01312	CDS	3243	susC_14		COG1629	TonB-dependent receptor SusC
JJAGMNAF_01313	CDS	1842				hypothetical protein
JJAGMNAF_01314	CDS	1581		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
JJAGMNAF_01315	CDS	3888	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_01316	CDS	2457				hypothetical protein
JJAGMNAF_01317	CDS	1221		3.4.24.-	COG0612	putative zinc protease
JJAGMNAF_01318	CDS	537		3.2.2.-		Cytokinin riboside 5'-monophosphate phosphoribohydrolase
JJAGMNAF_01319	CDS	603	kdsD	5.3.1.13		Arabinose 5-phosphate isomerase KdsD
JJAGMNAF_01320	CDS	921		2.7.1.223		Aminoimidazole riboside kinase
JJAGMNAF_01321	CDS	1038	chiA1	3.2.1.14		Chitinase A1
JJAGMNAF_01322	CDS	2523				hypothetical protein
JJAGMNAF_01323	CDS	1095	mnmA_3	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
JJAGMNAF_01324	CDS	780				hypothetical protein
JJAGMNAF_01325	CDS	492				hypothetical protein
JJAGMNAF_01326	CDS	3126				hypothetical protein
JJAGMNAF_01327	CDS	1116				hypothetical protein
JJAGMNAF_01328	CDS	222				hypothetical protein
JJAGMNAF_01329	CDS	1611				hypothetical protein
JJAGMNAF_01330	CDS	996				hypothetical protein
JJAGMNAF_01331	CDS	1317				hypothetical protein
JJAGMNAF_01332	CDS	1614				hypothetical protein
JJAGMNAF_01333	CDS	1656				IS1182 family transposase ISBthe2
JJAGMNAF_01334	CDS	2727				hypothetical protein
JJAGMNAF_01335	CDS	1119	xerC_5			Tyrosine recombinase XerC
JJAGMNAF_01336	CDS	1056	ruvB_1	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
JJAGMNAF_01337	CDS	1446				hypothetical protein
JJAGMNAF_01338	CDS	1365				hypothetical protein
JJAGMNAF_01339	CDS	2127	dpp7_1	3.4.14.-	COG3591	Dipeptidyl-peptidase 7
JJAGMNAF_01340	CDS	276				hypothetical protein
JJAGMNAF_01341	CDS	1875	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
JJAGMNAF_01342	CDS	186				hypothetical protein
JJAGMNAF_01343	CDS	258				hypothetical protein
JJAGMNAF_01344	CDS	648				hypothetical protein
JJAGMNAF_01345	CDS	648				hypothetical protein
JJAGMNAF_01346	CDS	831				hypothetical protein
JJAGMNAF_01347	CDS	300				hypothetical protein
JJAGMNAF_01348	CDS	420				hypothetical protein
JJAGMNAF_01349	CDS	921	ribCF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
JJAGMNAF_01350	CDS	615		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
JJAGMNAF_01351	CDS	2631	yoaB	7.2.2.10	COG0474	Calcium-transporting ATPase 1
JJAGMNAF_01352	tRNA	75				tRNA-Met(cat)
JJAGMNAF_01353	CDS	204				hypothetical protein
JJAGMNAF_01354	CDS	1299				hypothetical protein
JJAGMNAF_01355	CDS	498				hypothetical protein
JJAGMNAF_01356	CDS	648				hypothetical protein
JJAGMNAF_01357	CDS	249				hypothetical protein
JJAGMNAF_01358	CDS	219				hypothetical protein
JJAGMNAF_01359	CDS	480				hypothetical protein
JJAGMNAF_01360	CDS	348				hypothetical protein
JJAGMNAF_01361	CDS	666	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
JJAGMNAF_01362	CDS	1185				hypothetical protein
JJAGMNAF_01363	CDS	684	trcR_2		COG0745	Transcriptional regulatory protein TrcR
JJAGMNAF_01364	CDS	1539	sasA_5	2.7.13.3		Adaptive-response sensory-kinase SasA
JJAGMNAF_01365	CDS	2073				hypothetical protein
JJAGMNAF_01366	CDS	429	sufE		COG2166	Cysteine desulfuration protein SufE
JJAGMNAF_01367	CDS	1005				hypothetical protein
JJAGMNAF_01368	CDS	1758	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
JJAGMNAF_01369	CDS	909	ptb	2.3.1.19	COG0280	Phosphate butyryltransferase
JJAGMNAF_01370	CDS	1065	buk2	2.7.2.7	COG3426	Butyrate kinase 2
JJAGMNAF_01371	CDS	1251				hypothetical protein
JJAGMNAF_01372	CDS	99				hypothetical protein
JJAGMNAF_01373	CDS	1566				IS66 family transposase ISBthe5
JJAGMNAF_01374	CDS	351				hypothetical protein
JJAGMNAF_01375	CDS	405				hypothetical protein
JJAGMNAF_01376	CDS	255				hypothetical protein
JJAGMNAF_01377	CDS	729				hypothetical protein
JJAGMNAF_01378	CDS	315				hypothetical protein
JJAGMNAF_01379	CDS	459	asnC_1		COG1522	Regulatory protein AsnC
JJAGMNAF_01380	CDS	384				hypothetical protein
JJAGMNAF_01381	CDS	1287	paeA		COG1253	Polyamine export protein
JJAGMNAF_01382	CDS	525	nudC_1	3.6.1.22		NAD-capped RNA hydrolase NudC
JJAGMNAF_01383	CDS	2883	cpoB_1			Cell division coordinator CpoB
JJAGMNAF_01384	CDS	1698				hypothetical protein
JJAGMNAF_01385	CDS	2439	topA	5.6.2.1		DNA topoisomerase 1
JJAGMNAF_01386	CDS	528	aroK	2.7.1.71	COG0703	Shikimate kinase
JJAGMNAF_01387	CDS	1893	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
JJAGMNAF_01388	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
JJAGMNAF_01389	CDS	510	sigR_1		COG1595	ECF RNA polymerase sigma factor SigR
JJAGMNAF_01390	CDS	480				hypothetical protein
JJAGMNAF_01391	CDS	732				hypothetical protein
JJAGMNAF_01392	CDS	705				hypothetical protein
JJAGMNAF_01393	CDS	1311	axe7A	3.1.1.-	COG3458	Acetyl esterase Axe7A
JJAGMNAF_01394	CDS	651				hypothetical protein
JJAGMNAF_01395	CDS	255				hypothetical protein
JJAGMNAF_01396	CDS	642				hypothetical protein
JJAGMNAF_01397	CDS	2487				hypothetical protein
JJAGMNAF_01398	CDS	162				hypothetical protein
JJAGMNAF_01399	CDS	957				hypothetical protein
JJAGMNAF_01400	CDS	1071				hypothetical protein
JJAGMNAF_01401	CDS	249				hypothetical protein
JJAGMNAF_01402	CDS	1182	araJ		COG2814	Putative transporter AraJ
JJAGMNAF_01403	CDS	420				hypothetical protein
JJAGMNAF_01404	CDS	468	rimP			Ribosome maturation factor RimP
JJAGMNAF_01405	CDS	1257	nusA		COG0195	Transcription termination/antitermination protein NusA
JJAGMNAF_01406	CDS	3012	lepA_1			Elongation factor 4
JJAGMNAF_01407	CDS	504				hypothetical protein
JJAGMNAF_01408	CDS	1452	sufB		COG0719	Iron-sulfur cluster assembly protein SufB
JJAGMNAF_01409	CDS	753	sufC		COG0396	putative ATP-dependent transporter SufC
JJAGMNAF_01410	CDS	1344	sufD		COG0719	Iron-sulfur cluster assembly protein SufD
JJAGMNAF_01411	CDS	1215	cyd	2.8.1.7	COG0520	Cysteine desulfurase
JJAGMNAF_01412	CDS	1758				hypothetical protein
JJAGMNAF_01413	CDS	423	yjaB	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YjaB
JJAGMNAF_01414	CDS	1935	ygjK_2	3.2.1.-	COG1626	Glucosidase YgjK
JJAGMNAF_01415	CDS	3177	lacZ_8	3.2.1.23	COG3250	Beta-galactosidase
JJAGMNAF_01416	CDS	603	lysO_1		COG2431	Lysine exporter LysO
JJAGMNAF_01417	CDS	282				hypothetical protein
JJAGMNAF_01418	CDS	1518			COG0702	SusD-like protein P2
JJAGMNAF_01419	CDS	3129	susC_15		COG1629	TonB-dependent receptor SusC
JJAGMNAF_01420	CDS	1626				hypothetical protein
JJAGMNAF_01421	CDS	606	rnhB	3.1.26.4	COG0164	Ribonuclease HII
JJAGMNAF_01422	CDS	1314	fucP_2		COG0738	L-fucose-proton symporter
JJAGMNAF_01423	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
JJAGMNAF_01424	CDS	981				hypothetical protein
JJAGMNAF_01425	CDS	1515	gpmI_2	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JJAGMNAF_01426	CDS	582				hypothetical protein
JJAGMNAF_01427	CDS	1188				hypothetical protein
JJAGMNAF_01428	CDS	1107				hypothetical protein
JJAGMNAF_01429	CDS	1608	susD_1		COG3637	Starch-binding protein SusD
JJAGMNAF_01430	CDS	3006	susC_16		COG1629	TonB-dependent receptor SusC
JJAGMNAF_01431	CDS	111				hypothetical protein
JJAGMNAF_01432	CDS	2217	susB_2	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
JJAGMNAF_01433	CDS	1851	susA	3.2.1.135	COG0366	Neopullulanase SusA
JJAGMNAF_01434	CDS	1596				hypothetical protein
JJAGMNAF_01435	CDS	156				hypothetical protein
JJAGMNAF_01436	CDS	2574				hypothetical protein
JJAGMNAF_01437	CDS	486				hypothetical protein
JJAGMNAF_01438	CDS	144				hypothetical protein
JJAGMNAF_01439	CDS	1356				hypothetical protein
JJAGMNAF_01440	CDS	2679				hypothetical protein
JJAGMNAF_01441	CDS	144				hypothetical protein
JJAGMNAF_01442	CDS	1965	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
JJAGMNAF_01443	CDS	255	rpsT		COG0268	Small ribosomal subunit protein bS20
JJAGMNAF_01444	tRNA	73				tRNA-Glu(ttc)
JJAGMNAF_01445	CDS	726	recO			DNA repair protein RecO
JJAGMNAF_01446	CDS	450	yqeY		COG1610	putative protein YqeY
JJAGMNAF_01447	CDS	1305	ftsZ			Cell division protein FtsZ
JJAGMNAF_01448	CDS	1503	ftsA			Cell division protein FtsA
JJAGMNAF_01449	CDS	738				hypothetical protein
JJAGMNAF_01450	CDS	1377	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
JJAGMNAF_01451	CDS	1131	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JJAGMNAF_01452	CDS	1398	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
JJAGMNAF_01453	CDS	1335	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
JJAGMNAF_01454	CDS	1269	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
JJAGMNAF_01455	CDS	1455	murE	6.3.2.13		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
JJAGMNAF_01456	CDS	2181	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
JJAGMNAF_01457	CDS	375				hypothetical protein
JJAGMNAF_01458	CDS	915	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
JJAGMNAF_01459	CDS	465	mraZ		COG2001	Transcriptional regulator MraZ
JJAGMNAF_01460	CDS	228				hypothetical protein
JJAGMNAF_01461	CDS	840	glsA_1	2.3.1.-	COG0204	Lyso-glycine lipid O-acyltransferase
JJAGMNAF_01462	CDS	981	glsB	2.3.2.-	COG3176	Glycine N(alpha)-acyltransferase
JJAGMNAF_01463	CDS	1293	dgt	3.1.5.1		Deoxyguanosinetriphosphate triphosphohydrolase
JJAGMNAF_01464	CDS	435	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
JJAGMNAF_01465	CDS	1809	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
JJAGMNAF_01466	CDS	834				hypothetical protein
JJAGMNAF_01467	CDS	1335	envC		COG4942	Murein hydrolase activator EnvC
JJAGMNAF_01468	CDS	210				hypothetical protein
JJAGMNAF_01469	CDS	372				hypothetical protein
JJAGMNAF_01470	CDS	915	glsA_2	3.5.1.2	COG2066	Thermolabile glutaminase
JJAGMNAF_01471	CDS	1845	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
JJAGMNAF_01472	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JJAGMNAF_01473	CDS	381	gcvH		COG0509	Glycine cleavage system H protein
JJAGMNAF_01474	CDS	657				hypothetical protein
JJAGMNAF_01475	CDS	1470	rpoN		COG1508	RNA polymerase sigma-54 factor
JJAGMNAF_01476	CDS	144				hypothetical protein
JJAGMNAF_01477	CDS	909	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
JJAGMNAF_01478	CDS	2427	pflD	4.2.1.172		Trans-4-hydroxy-L-proline dehydratase
JJAGMNAF_01479	CDS	1665	udk_1	2.7.1.48		Uridine kinase
JJAGMNAF_01480	CDS	1692				hypothetical protein
JJAGMNAF_01481	CDS	495				hypothetical protein
JJAGMNAF_01482	CDS	1359				hypothetical protein
JJAGMNAF_01483	CDS	867				hypothetical protein
JJAGMNAF_01484	CDS	585	mip_2	5.2.1.8	COG0545	Outer membrane protein MIP
JJAGMNAF_01485	CDS	699	npdA	2.3.1.286	COG0846	NAD-dependent protein deacylase
JJAGMNAF_01486	CDS	165	rd	1.-.-.-	COG1773	Rubredoxin
JJAGMNAF_01487	CDS	1758				hypothetical protein
JJAGMNAF_01488	CDS	2187	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
JJAGMNAF_01489	CDS	1236	resA_4			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_01490	CDS	465	greA		COG0782	Transcription elongation factor GreA
JJAGMNAF_01491	CDS	408				hypothetical protein
JJAGMNAF_01492	CDS	1044	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
JJAGMNAF_01493	tRNA	85				tRNA-Leu(caa)
JJAGMNAF_01494	CDS	663				hypothetical protein
JJAGMNAF_01495	CDS	834				hypothetical protein
JJAGMNAF_01496	CDS	1404				hypothetical protein
JJAGMNAF_01497	CDS	957	dnaG_3	2.7.7.101		DNA primase
JJAGMNAF_01498	CDS	156				hypothetical protein
JJAGMNAF_01499	CDS	249				hypothetical protein
JJAGMNAF_01500	CDS	792				hypothetical protein
JJAGMNAF_01501	CDS	450				hypothetical protein
JJAGMNAF_01502	CDS	450				hypothetical protein
JJAGMNAF_01503	CDS	840				hypothetical protein
JJAGMNAF_01504	CDS	1299				hypothetical protein
JJAGMNAF_01505	CDS	348				hypothetical protein
JJAGMNAF_01506	CDS	1140	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
JJAGMNAF_01507	CDS	603	xerD_2			Tyrosine recombinase XerD
JJAGMNAF_01508	CDS	387				hypothetical protein
JJAGMNAF_01509	CDS	318				hypothetical protein
JJAGMNAF_01510	CDS	165				hypothetical protein
JJAGMNAF_01511	CDS	339				hypothetical protein
JJAGMNAF_01512	CDS	2307				hypothetical protein
JJAGMNAF_01513	CDS	351				hypothetical protein
JJAGMNAF_01514	CDS	765				hypothetical protein
JJAGMNAF_01515	CDS	1758				hypothetical protein
JJAGMNAF_01516	CDS	906				IS982 family transposase IS195
JJAGMNAF_01517	CDS	1638				hypothetical protein
JJAGMNAF_01518	CDS	522				hypothetical protein
JJAGMNAF_01519	CDS	432				hypothetical protein
JJAGMNAF_01520	CDS	486	yncA	2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
JJAGMNAF_01521	CDS	357				hypothetical protein
JJAGMNAF_01522	CDS	1512	accC_1	6.3.4.14	COG0439	Biotin carboxylase
JJAGMNAF_01523	CDS	516				hypothetical protein
JJAGMNAF_01524	CDS	1533	mmdA_1	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit alpha
JJAGMNAF_01525	CDS	1311	ptp	3.4.11.-		Prolyl tri/tetrapeptidyl aminopeptidase
JJAGMNAF_01526	CDS	624				hypothetical protein
JJAGMNAF_01527	CDS	564	pduO			Corrinoid adenosyltransferase PduO
JJAGMNAF_01528	CDS	222				hypothetical protein
JJAGMNAF_01529	CDS	600				hypothetical protein
JJAGMNAF_01530	CDS	2463	priA	5.6.2.4	COG1198	Replication restart protein PriA
JJAGMNAF_01531	CDS	711	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
JJAGMNAF_01532	CDS	471		3.1.3.48	COG0394	Putative low molecular weight protein-tyrosine-phosphatase
JJAGMNAF_01533	CDS	2058	rny_1	3.1.-.-		Ribonuclease Y
JJAGMNAF_01534	CDS	1518	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JJAGMNAF_01535	CDS	1221	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
JJAGMNAF_01536	CDS	489				hypothetical protein
JJAGMNAF_01537	CDS	2859				hypothetical protein
JJAGMNAF_01538	CDS	657				hypothetical protein
JJAGMNAF_01539	CDS	891				hypothetical protein
JJAGMNAF_01540	CDS	843	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
JJAGMNAF_01541	CDS	378				hypothetical protein
JJAGMNAF_01542	CDS	1065	dapE	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
JJAGMNAF_01543	CDS	1806		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
JJAGMNAF_01544	CDS	1116	prfB		COG1186	Peptide chain release factor RF2
JJAGMNAF_01545	CDS	132				hypothetical protein
JJAGMNAF_01546	CDS	471		3.6.1.25	COG2954	Inorganic triphosphatase
JJAGMNAF_01547	CDS	2475				hypothetical protein
JJAGMNAF_01548	CDS	504	sigR_2		COG1595	ECF RNA polymerase sigma factor SigR
JJAGMNAF_01549	CDS	387				hypothetical protein
JJAGMNAF_01550	CDS	1365				hypothetical protein
JJAGMNAF_01551	CDS	903				hypothetical protein
JJAGMNAF_01552	CDS	1359				hypothetical protein
JJAGMNAF_01553	CDS	1419	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
JJAGMNAF_01554	CDS	195				hypothetical protein
JJAGMNAF_01555	CDS	501				hypothetical protein
JJAGMNAF_01556	CDS	1875				hypothetical protein
JJAGMNAF_01557	CDS	1197				hypothetical protein
JJAGMNAF_01558	CDS	348				hypothetical protein
JJAGMNAF_01559	CDS	1386				hypothetical protein
JJAGMNAF_01560	CDS	699	rhaR_2			HTH-type transcriptional activator RhaR
JJAGMNAF_01561	CDS	597		2.3.1.-		Putative acetyltransferase
JJAGMNAF_01562	CDS	639	gph_1	3.1.3.18		Phosphoglycolate phosphatase
JJAGMNAF_01563	CDS	285				hypothetical protein
JJAGMNAF_01564	CDS	2403				hypothetical protein
JJAGMNAF_01565	CDS	960	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JJAGMNAF_01566	CDS	864				hypothetical protein
JJAGMNAF_01567	CDS	780				hypothetical protein
JJAGMNAF_01568	CDS	1299				hypothetical protein
JJAGMNAF_01569	CDS	2871				hypothetical protein
JJAGMNAF_01570	CDS	1080				hypothetical protein
JJAGMNAF_01571	CDS	327				hypothetical protein
JJAGMNAF_01572	CDS	351				hypothetical protein
JJAGMNAF_01573	CDS	1005				hypothetical protein
JJAGMNAF_01574	CDS	375				hypothetical protein
JJAGMNAF_01575	CDS	300				hypothetical protein
JJAGMNAF_01576	CDS	285				hypothetical protein
JJAGMNAF_01577	CDS	168				hypothetical protein
JJAGMNAF_01578	CDS	294				hypothetical protein
JJAGMNAF_01579	CDS	705				hypothetical protein
JJAGMNAF_01580	CDS	792				hypothetical protein
JJAGMNAF_01581	CDS	702				hypothetical protein
JJAGMNAF_01582	CDS	1110				hypothetical protein
